time,open,high,low,close,Volume
2025-03-11 13:30:00+00:00,19420.0,19599.0,19386.5,19522.0,281117
2025-03-11 14:00:00+00:00,19520.0,19613.5,19313.5,19322.0,290957
2025-03-11 14:30:00+00:00,19321.75,19418.5,19265.25,19314.0,264719
2025-03-11 15:00:00+00:00,19313.25,19508.5,19285.75,19430.5,203852
2025-03-11 15:30:00+00:00,19430.0,19544.75,19413.0,19422.5,156045
2025-03-11 16:00:00+00:00,19423.0,19446.0,19333.5,19386.5,135532
2025-03-11 16:30:00+00:00,19386.25,19433.5,19296.0,19323.5,119239
2025-03-11 17:00:00+00:00,19324.25,19329.5,19206.75,19209.0,105748
2025-03-11 17:30:00+00:00,19209.5,19369.25,19201.0,19325.0,111283
2025-03-11 18:00:00+00:00,19325.75,19548.0,19318.75,19509.25,128924
2025-03-11 18:30:00+00:00,19509.0,19687.5,19461.0,19639.25,134094
2025-03-11 19:00:00+00:00,19639.75,19677.25,19503.0,19552.0,140080
2025-03-11 19:30:00+00:00,19551.5,19568.0,19392.0,19392.75,130586
2025-03-11 20:00:00+00:00,19392.25,19445.75,19381.25,19438.25,26037
2025-03-12 13:30:00+00:00,19696.5,19776.75,19589.5,19643.25,284845
2025-03-12 14:00:00+00:00,19643.75,19725.0,19580.0,19629.75,211806
2025-03-12 14:30:00+00:00,19630.25,19644.0,19471.5,19475.0,194473
2025-03-12 15:00:00+00:00,19475.25,19543.5,19395.0,19524.0,177725
2025-03-12 15:30:00+00:00,19524.0,19638.25,19510.0,19633.0,139351
2025-03-12 16:00:00+00:00,19633.5,19703.5,19586.25,19679.25,116363
2025-03-12 16:30:00+00:00,19680.25,19727.75,19608.75,19626.75,120419
2025-03-12 17:00:00+00:00,19626.75,19705.5,19601.75,19701.5,100830
2025-03-12 17:30:00+00:00,19701.0,19719.75,19535.5,19540.5,106267
2025-03-12 18:00:00+00:00,19540.5,19641.5,19531.25,19640.0,102962
2025-03-12 18:30:00+00:00,19640.5,19706.25,19620.25,19677.25,84051
2025-03-12 19:00:00+00:00,19677.25,19677.75,19591.0,19619.0,95168
2025-03-12 19:30:00+00:00,19619.0,19648.75,19553.75,19609.25,124741
2025-03-12 20:00:00+00:00,19608.75,19609.75,19563.25,19571.5,19799
2025-03-13 13:30:00+00:00,19573.75,19577.0,19338.75,19367.25,285177
2025-03-13 14:00:00+00:00,19367.25,19570.5,19324.0,19475.75,272833
2025-03-13 14:30:00+00:00,19476.25,19531.5,19401.25,19423.75,183210
2025-03-13 15:00:00+00:00,19424.0,19477.0,19342.75,19355.0,150386
2025-03-13 15:30:00+00:00,19354.75,19392.25,19276.5,19296.75,162705
2025-03-13 16:00:00+00:00,19297.0,19354.75,19285.25,19302.75,108686
2025-03-13 16:30:00+00:00,19302.5,19390.75,19240.0,19287.25,149682
2025-03-13 17:00:00+00:00,19287.25,19313.25,19178.5,19216.5,111307
2025-03-13 17:30:00+00:00,19216.25,19226.75,19165.5,19191.75,90717
2025-03-13 18:00:00+00:00,19191.0,19328.75,19186.5,19328.0,123172
2025-03-13 18:30:00+00:00,19328.0,19377.25,19303.0,19362.5,103995
2025-03-13 19:00:00+00:00,19362.5,19396.25,19236.75,19261.25,116945
2025-03-13 19:30:00+00:00,19260.75,19283.0,19184.5,19252.0,129625
2025-03-13 20:00:00+00:00,19252.0,19322.0,19243.25,19317.5,24343
2025-03-14 13:30:00+00:00,19465.0,19620.75,19450.0,19545.0,216419
2025-03-14 14:00:00+00:00,19546.0,19582.75,19426.25,19475.0,254718
2025-03-14 14:30:00+00:00,19475.25,19611.0,19467.25,19610.25,181864
2025-03-14 15:00:00+00:00,19610.25,19665.0,19591.0,19644.75,141446
2025-03-14 15:30:00+00:00,19645.25,19703.0,19639.75,19680.25,107050
2025-03-14 16:00:00+00:00,19680.0,19693.0,19608.0,19614.75,100633
